Student ID,Student Name,Gender,Event Date,Age,City,Department,Event Type,Registration Date,Registration Channel,Payment Status,Attendance Status,Meal Preference,Registration Fee,Event Duration Hours,Feedback Rating
S12618,Ravi Patel,Male,22-Jul-26,18,Mysuru,Electronics,Sports Meet,5/7/2026,Email,Paid,Attended,Vegan,200,3,2.0 / 5
S10536,Pooja Das,Male,2/9/2026,24,Madurai,Commerce,  Sports Meet  ,4/7/2026,Campus Desk,PAID,Absent,No Meal,100 rupees,4.0 hours,4
S12311,Harini Iyer,Other,5/15/2026,19,Bengaluru,Civil Engineering,Cultural Fest,18/03/2026,Email,Refunded,absent ,Non-Vegetarian,150,4,4
S10722,Suresh Kumar,Other,5/4/2026,22,Madurai,Electronics,Seminar,26/02/2026,Email,Waived,Attended,No Meal,300,6,
S10233,Pooja Das,Other,5/12/2026,27,Mysuru,Commerce,Sports Meet,25/03/2026,Email,Refunded,absent ,Vegetarian,0,1,4
S10565,Ajay Nair,Male,16/07/2026,23,Hyderabad,Commerce,WORKSHOP,28/05/2026,Campus Desk,Refunded,Registered,Vegan,500,1.5,1
S10329,Priya Sharma,female,20/03/2026,19,Bengaluru,Electronics,Hackathon,17/02/2026,Email,paid,absent ,Vegetarian,100,4,3
S10690,Pooja Das,Male,27/01/2026,19,Hyderabad,Management,Workshop,2/12/2025,Email,Refunded,Cancelled,Vegan,250,4,1
S11924,Priya Sharma,FEMALE,20/04/2026,21,Hyderabad,Mechanical,Career Fair,24/03/2026,Walk-in,Refunded,Absent,Vegan,500,4,
S11016,Ajay Nair,Other,7/7/2026,19,Trichy,Commerce,Sports Meet,13/05/2026,Campus Desk,Pending,cancelled,No-meal,150,2,5
S11074,Vijay Menon, Male,23-Jan-26,18,Trichy,Commerce,Workshop,9/1/2026,Campus Desk,Paid,attended,Vegan,200,2,5
S12702,Anitha Nair,Female,8/7/2026,24,Hyderabad,Commerce,Cultural Fest,23/05/2026,  Website  ,waive,Absent,Non-Vegetarian,100,4,
S12243,Vijay Menon,Other,3/28/2026,22,Salem,Civil Engineering,Hackathon,5/2/2026, Website,Waived,Attended,No Meal,0,3,3
S10662,Swetha Menon,male,6/12/2026,25,Bengaluru,Electronics,Seminar ,8/6/2026,Campus Desk,Pending,Absent,No-meal,100,3,4
S11320,Naveen Sharma,Other,16-Jan-26,23,Hyderabad,Management,Cultural Fest,18/12/2025,Mobile App,Refunded,Registered,,500,2,
S12788,Ajay Nair,Other,7/12/2026,23,Trichy,Management,Sports Meet,19/06/2026,Website,Paid,Cancelled,Vegetarian,250,2.5,4
S10474,Karthik Rao,Female,7/16/2026,26,Kochi,Electronics,Hackathon,7/6/2026,Website,Paid,Registered,Non-Vegetarian,200,2.5,5.0 / 5
S12657,Arun Kumar,Other,10-Aug-26,25,Salem,Civil Engineering,Career Fair,4/7/2026,Campus Desk,Waived,Cancelled,No-meal,₹150,2.0 hr,2
S10941,Divya Iyer,Male,8/6/2026,24,Salem,Mechanical,Cultural Fest,24/06/2026,Mobile App,Refunded,Attended,Non-Vegetarian,750,2.5,3
S12334,Rahul Menon,Male,27/03/2026,23,Trichy,Electronics,SEMINAR,22/02/2026,Walk-in,Paid,Registered,,0 rupees,1.5 hr,3.0 / 5
S12907,Ravi Patel,Male,14-Jun-26,21,Pune,Mechanical,Sports Meet,2/5/2026,Campus Desk,waive,Absent,Vegetarian,250,4,3
S12978,Naveen Sharma, Female,2/13/2026,27,Bengaluru, Commerce,Cultural Fest,15/12/2025,Campus Desk,Waived,Cancelled,Vegan,500,2,2
S10403,Arun Kumar,Other,12/1/2026,19,Bengaluru,Arts,Workshop,6/1/2026,Campus Desk,Pending,Registered,Vegan,INR 250,3.0 hours,3
S10668,Rahul Menon ,Other,7/6/2026,22,Bengaluru,Arts,Hackathon,16/06/2026,Email,waive,Registered,No-meal,250,6,2
S12763,Pooja Das,MALE,8/27/2026,19,Kochi,Computer Science,Seminar,25/07/2026,Website,Pending,Registered,Vegan,0,1,
S11683,Divya Iyer,Female,8/24/2026,18,Madurai,Commerce,Sports Meet,28/06/2026,Walk-in,Refunded,cancelled,No-meal,0,1.5,5
S12200,Naveen Sharma,Other,24-Jun-26,18,Pune,Commerce,Cultural Fest,7/6/2026,Mobile App,Pending,cancelled,No Meal,750,4,5
S10506,Priya Sharma,Male,26/02/2026,21,Trichy,Computer Science,Cultural Fest,11/2/2026,Mobile App,Paid,Cancelled,Vegan,Rs 100,2.5 hours,1.0 / 5
S11905,Harini Iyer,Other,8/17/2026,21,Coimbatore,Management,Sports Meet,21/06/2026,Email,Paid,ABSENT,Vegan,100,3,2
S11195,Vikram Das,,4/8/2026,17,Hyderabad,Commerce,Cultural Fest,7/2/2026,Website,Paid,cancelled,No-meal,750,6,0
S11052,Naveen Sharma,Other,9-Mar-26,18,Pune,Civil Engineering,Hackathon,5/3/2026,Website,PENDING,Absent,Vegetarian,0,3,
S10498,Deepa Sharma, Male,24/03/2026,23,Chennai,Mechanical,SEMINAR,24/02/2026,Email,Pending,cancelled,Non-Vegetarian,150,6,3
S12016,Suresh Kumar,Female,8/14/2026,25,Mysuru,Mechanical,Sports Meet,28/06/2026,Walk-in,paid,Attended,Vegetarian,500,1,4
S12989,Meena Patel,Other,3-Jun-26,20,Kochi,Commerce ,Workshop,18/05/2026,Walk-in,waive,Registered,No Meal,₹750,1.0 hr,2.0 / 5
S12272,Ravi Patel,Male,1/9/2026,24,Chennai,Commerce,Sports Meet,11/11/2025,Walk-in,Waived,cancelled,No Meal,300,6,1
S12954,  Karthik Rao  ,MALE,1/5/2026,18,Bengaluru,Civil Engineering,Cultural Fest,31/12/2025,Campus Desk,waive,Attended,Vegetarian,150,4,2
S10306,Suresh Kumar,Other,7/26/2026,19,Hyderabad,Arts,Workshop,25/06/2026,Campus Desk,PENDING,Attended,Vegan,750,6,5
S11571,Naveen Sharma,Female,29-Aug-26,20,Hyderabad,Electronics,Workshop,12/8/2026,Campus Desk,Paid,Registered,,₹750,2.5 hours,4
S10298, Naveen Sharma,,8/2/2026,25,Mysuru,Civil Engineering,Hackathon,16/07/2026,Website,Pending,Cancelled,Vegan,300,2.5,1
S11194,Keerthi Rao,Male,30/03/2026,26,Coimbatore,Civil Engineering,Sports Meet ,4/3/2026,Website,Pending,Attended,Non-Vegetarian,100,1.5,2.0 / 5
S12332,Naveen Sharma,Female,8/2/2026,22,Coimbatore,Commerce,Career Fair,25/07/2026,,waive,ATTENDED,Vegetarian,500 rupees,2.5 hours,2
S10148,Vijay Menon,Female,23/07/2026,25,Trichy,Civil Engineering,Hackathon,32/13/2026,Website,waive,Cancelled,No Meal,Rs 200,3.0 hours,5
S12258,Swetha Menon,Other,1/26/2026,18,Pune,Computer Science,Career Fair,21/01/2026,Mobile App,waive,absent ,Non-Vegetarian,750,2,3
S11634,Vijay Menon, Female,4/26/2026,21,Salem,Mechanical,Career Fair,5/4/2026,Email,Pending,Registered,Non-Vegetarian,0,1,5
S11307,Anitha Nair,Female,6-Aug-26,19,Mysuru,Commerce,Workshop,27/07/2026,Email,Paid,ATTENDED,No Meal,200,4,5
S10187,  Lakshmi Rao  ,Male,31-Jan-26,19,Hyderabad,Computer Science,seminar,10/12/2025,Email,PENDING,attended,No Meal,100 rupees,1.0 hr,1
S12829,Manoj Kumar,Female,14/03/2026,24,Trichy,Arts,workshop,31/01/2026,Website,PAID,Cancelled,Non-Vegetarian,Rs 250,4.0 hr,1.0 / 5
S10656,Harini Iyer,Male,4/6/2026,22,Mysuru,Management,Sports Meet,27/04/2026,Campus Desk,Waived,Registered,Vegan,500,1,1.0 / 5
S12362,Deepa Sharma,FEMALE,5/8/2026,22,Madurai,Computer Science,Hackathon,9/4/2026,Website,Pending,cancelled,Vegan,150,4,
S10381,Anitha Nair,Other,5/3/2026,19,Bengaluru,  Commerce  ,workshop,14/03/2026,Mobile App,Refunded,Attended,No-meal,Rs 500,1.5 hr,3
S11156,Suresh Kumar,FEMALE,22/07/2026,21,Salem,Mechanical, Sports Meet,1/7/2026,Mobile App,Refunded,Attended,Vegan,200,4,1
S12075,Swetha Menon,Male,30-Mar-26,19,Pune,Computer Science,Sports Meet,8/3/2026,Mobile App,waive,absent ,Vegan,500,2.5,2
S11737,Suresh Kumar,Other,13-Jul-26,17,Chennai,Arts,Seminar,16/06/2026,Campus Desk,waive,cancelled,Vegan,500,2.5,5
S10697,Naveen Sharma,MALE,11-Jun-26,22,Chennai,Commerce,Hackathon,2/5/2026,Mobile App,Pending,Registered,Vegetarian,150,3,5
S11368,Lakshmi Rao,Male,10-Aug-26,27,Coimbatore,Arts,Career Fair,8/8/2026,Email,PAID,absent ,Vegan,250,3,2
S12916,Rahul Menon,Female,22/08/2026,17,Mysuru,Electronics,Career Fair,6/7/2026,Campus Desk,Refunded,Absent,Vegetarian,0,6,5
S12693,Ravi Patel,MALE,1/11/2026,23,Madurai,Management,Career Fair,3/1/2026,Mobile App,Pending,Registered,Vegan,INR 150,2.5 hours,2
S12378,Ajay Nair,Other,8/18/2026,26,Mysuru,Mechanical,Hackathon,20/07/2026,,Refunded,Attended,Non-Vegetarian,750,1,4
S10761,Vijay Menon,Female,23-Jul-26,20,Mysuru,,Hackathon,11/6/2026,Campus Desk,Refunded,attended,No-meal,750,1,3
S12064,Anitha Nair,Other,16/05/2026,24,Mysuru,Arts,Career Fair,19/04/2026,Website,Refunded,Attended,Non-Vegetarian,250,4,5
S10512,Arun Kumar,Female,22/01/2026,25,Hyderabad,Management,workshop,16/01/2026,Walk-in,Refunded,Cancelled,No-meal,200,4,4
S10201,Anitha Nair,male,4/24/2026,21,Bengaluru,Commerce,WORKSHOP,18/04/2026,Mobile App,Paid,Absent,Vegetarian,750,1.5,1
S11988,Lakshmi Rao,FEMALE,20-Aug-26,22,Mysuru,Arts,seminar,17/07/2026,Website,Refunded,absent ,No Meal,0,1.5,4
S11256,Deepa Sharma,Male,5/24/2026,23,Madurai,Electronics,Seminar,3/5/2026,Campus Desk,paid,Attended,Vegan,100,2,3
S12298,Rahul Menon,Male,6/2/2026,25,Trichy,Computer Science,Seminar,1/5/2026,Email,Refunded,Absent,No-meal,250,3,4
S10829,Pooja Das,Female,1/5/2026,22,Madurai,Commerce,Career Fair,27/03/2026,Walk-in,Refunded,Cancelled,Non-Vegetarian,200,1.5,
S12220,Swetha Menon,Female,25/07/2026,27,Trichy,Arts,Hackathon,26/05/2026,Walk-in,Refunded,ATTENDED,Vegetarian,INR 200,4.0 hours,2
S12365,Anitha Nair,Other,6-Aug-26,21,Hyderabad,Civil Engineering,Career Fair,20/06/2026,Website,Paid,ABSENT,No Meal,750,2,3
S12254,Deepa Sharma,,21/05/2026,21,Salem,Management,Cultural Fest,2/5/2026,,Waived,Cancelled,Vegan,150,4,4
S11217,Naveen Sharma,Other,9/1/2026,25,Chennai,Civil Engineering,Hackathon,9/8/2026,Walk-in,Pending,Registered,Vegetarian,150,2.5,5
S10375,Manoj Kumar,Male,7/8/2026,26,Coimbatore,Civil Engineering,Seminar,9/6/2026,Email,Paid,Attended,Non-Vegetarian,300,2.5,2.0 / 5
S10505,Harini Iyer,Other,30/05/2026,27,Madurai,Computer Science,Cultural Fest,1/5/2026,Mobile App,Refunded,attended,Vegan,250,1,2
S12691,Meena Patel,Male,2/19/2026,26,,Arts,Seminar,17/02/2026,Website,Pending,Cancelled,Vegetarian,₹100,6.0 hours,5
S11659,Ravi Patel,Male,8/3/2026,22,Pune,Electronics,Cultural Fest,2/2/2026,Mobile App,waive,Absent,Vegan,500,2,2
S12546,Harini Iyer,,28-May-26,27,Pune,Electronics,Sports Meet,26/05/2026,Mobile App,Pending,cancelled,No-meal,750,6,2
S11134,Rahul Menon,Other,29/08/2026,-5,Kochi,Commerce,Cultural Fest,1/7/2026,Mobile App,Paid,Absent,Vegan,₹300,6.0 hr,5.0 / 5
S10087,Naveen Sharma,FEMALE,8-Jul-26,17,Trichy,Arts,seminar,9/6/2026,Mobile App,Pending,Registered,Non-Vegetarian,500,2,2
S11732,Pooja Das,Female,21/06/2026,26,Kochi,Computer Science ,Workshop,28/04/2026,Walk-in,Pending,cancelled,Vegan,750,4,2
S12793,Ajay Nair,Female,5/22/2026,25,Coimbatore,Mechanical,Cultural Fest,26/03/2026,Website,Paid,Absent,Vegetarian,₹500,4.0 hours,
S10987,Rahul Menon,Male,3/11/2026,17,Madurai,Electronics,Cultural Fest,10/1/2026,Walk-in,Refunded,Attended,Vegetarian,250 rupees,1.5 hours,5
S10285,Arun Kumar,Female,1/31/2026,18,Coimbatore,Mechanical,Career Fair,24/01/2026,Website,pending,Registered,  No Meal  ,750,3,1.0 / 5
S10983,Rahul Menon,Male,7/23/2026,25,Trichy,Commerce,Sports Meet,17/06/2026,Email,Paid,Cancelled,No-meal,0,1,2
S11335,Swetha Menon,Male,18/02/2026,19,,Arts,Seminar,22/12/2025,,Waived,attended,Non-Vegetarian,300,1.5,2.0 / 5
S12171,Anitha Nair,Other,5/17/2026,17,Bengaluru,Arts,Seminar,25/04/2026,Mobile App,waive,Attended,Vegan,₹150,4.0 hr,4
S10276,Deepa Sharma,Male,8/16/2026,20,Hyderabad,Management,Seminar,30/07/2026,Email,Pending,Registered,Non-Vegetarian,200,1.5,2
S12101,Pooja Das,Other,6/5/2026,22,Coimbatore,Arts,Workshop,21/04/2026,Campus Desk,Paid,Registered,No-meal,750,4,3.0 / 5
S12683,Meena Patel,Other,28-Jan-26,17,Salem,Arts,Sports Meet,2/12/2025,Campus Desk,Refunded,Attended,Vegetarian,750,1,3.0 / 5
S12738,Manoj Kumar,,14/03/2026,17,Trichy,Mechanical,Seminar,21/02/2026,Website,waive,Registered,Vegan,150,2,4.0 / 5
S11422,Karthik Rao,MALE,21/01/2026,26,Madurai,Mechanical,Career Fair,24/12/2025,Campus Desk,Paid,ABSENT,Vegetarian,200,1.5,2.0 / 5
S11443,Anitha Nair,Male,1/5/2026,26,Trichy,Management,Hackathon,25/12/2025,Walk-in,Paid,Registered,No-meal,INR 250,2.0 hours,2
S12245,Suresh Kumar,Other,12/5/2026,19,Hyderabad,,Workshop,15/03/2026,Walk-in,waive,Attended,Vegetarian,Rs 750,1.5 hr,4.0 / 5
S11684,Suresh Kumar,MALE,1/23/2026,18,Salem,Civil Engineering,Sports Meet,16/12/2025,Mobile App,Pending,Absent,Vegan,250,2.5,5.0 / 5
S12084,Pooja Das,female,7/13/2026,26,Kochi,Commerce,Sports Meet,27/06/2026,Website,Waived,Attended,No Meal,200,1,
S10220,Ajay Nair,Other,13/04/2026,17,Bengaluru,Arts,SEMINAR,12/4/2026,Email,Refunded,Cancelled,No-meal,200,4,3
S11577,Harini Iyer,Female,29/05/2026,18,Pune,Mechanical,Seminar,24/04/2026,Email,Waived,Registered,Vegan,INR 150,2.0 hours,3.0 / 5
S10061,Rahul Menon,Female,5/20/2026,21,Hyderabad,Management,Hackathon,17/04/2026,Mobile App,Pending,Registered,Vegan,150,2,4
S12580,Priya Sharma,Other,8/16/2026,17,Hyderabad,Electronics,SEMINAR,18/06/2026,Email,Paid,absent,Non-Vegetarian,750,2.5,5.0 / 5
S11872,Manoj Kumar,Male,4/4/2026,21,Pune,Management,Workshop,20/02/2026,Website,waive,Attended,Non-Vegetarian,Rs 750,1.5 hr,2
S10279,Deepa Sharma,FEMALE,5/5/2026,22,Bengaluru,Electronics,Hackathon,26/03/2026,Mobile App,Waived,Registered,Vegan,INR 300,1.5 hr,4.0 / 5
S12848,Priya Sharma,Female,4/8/2026,25,Kochi,Computer Science,Workshop,25/02/2026,Campus Desk,Paid,ATTENDED,Vegan,150,2.5,3
S11465,Swetha Menon,Male,4/23/2026,24,Trichy ,Arts,Hackathon,18/04/2026,Website,Refunded,Absent,Vegetarian,0,2,1
S11459,Priya Sharma,Male,3-Feb-26,27,Bengaluru,Mechanical,Seminar,32/13/2026,Website,Pending,Cancelled,No-meal,500,6,5
S10037,Pooja Das,Female,4/8/2026,26,,Mechanical,Cultural Fest,18/06/2026,Campus Desk,Refunded,Cancelled,No-meal,250,2,2
S11165,Keerthi Rao,Male,15-May-26,23,nan ,Commerce,Workshop,3/5/2026,Website,Paid,Cancelled,Vegetarian,750,6,1
S10840,Lakshmi Rao,Other,3/31/2026,17,Hyderabad,Commerce,Cultural Fest,23/02/2026,Website,waive,Cancelled,,₹150,6.0 hours,5
S10022,Harini Iyer,Female,3/3/2026,27,Chennai,Mechanical,Cultural Fest,1/3/2026,Email,waive,ABSENT,Non-Vegetarian,200,2.5,3
S12614,Meena Patel,Other,6/6/2026,21,Bengaluru,Management,Cultural Fest,28/04/2026,Email,Pending,absent ,No-meal,250,1.5,2.0 / 5
S11738,Rahul Menon,Other,19/08/2026,24,Madurai,Mechanical,Sports Meet,21/07/2026,Campus Desk,Refunded,Attended,   ,Not Available,3,3
S11322,Vijay Menon,Female,1/19/2026,22,Chennai,Management,Cultural Fest,5/12/2025,Walk-in,Refunded,Registered,Non-Vegetarian,300,6,2
S11427,Rahul Menon,Female,9-Jan-26,27,Chennai,Commerce,Career Fair,26/11/2025,Website,PENDING,Cancelled,Vegan,INR 500,2.5 hours,3
S11490,Pooja Das,Male,20-Apr-26,22,Kochi,Management,Seminar,15/03/2026,Walk-in,Waived,Registered,Vegan,500,1.5,5
S10003,Priya Sharma,Female,6/16/2026,22,Madurai,Computer Science,Hackathon,23/04/2026,Website,Refunded,Absent,No Meal,150,2,3
S11761,Priya Sharma,Other,8/26/2026,27,Madurai,Civil Engineering,Cultural Fest,,Website,Paid,ABSENT,Vegetarian,300,1.5,4.0 / 5
S10676,Ajay Nair,Other,21/06/2026,19,,Management,Seminar,18/06/2026,Mobile App,Paid,Registered,Vegetarian,750,3,3
S12638,Karthik Rao,Other,13-Jul-26,17,Kochi,Commerce,Hackathon,11/6/2026,Website,Refunded,Attended,Vegan,750,3,5
S12808,Arun Kumar,Female,7/5/2026,17,Pune,Management,Workshop,1/6/2026,Walk-in,Refunded,Absent,Vegan,₹750,2.5 hr,4
S10175,Naveen Sharma,Female,1/9/2026,18,Coimbatore,Civil Engineering,Cultural Fest,2/12/2025,Walk-in,PENDING,absent ,Vegetarian,0 rupees,2.0 hours,2
S10440,Naveen Sharma, Male,3/30/2026,27,Coimbatore,Computer Science,Workshop,27/03/2026,Email,Refunded,Absent,Vegetarian,750,2,5
S12067,Ravi Patel,Male,2/12/2026,27,Pune,Electronics,Seminar,6/2/2026,Mobile App,Paid,Attended,Vegan,Not Available,2.5,3
S11792,Lakshmi Rao,Male,22-May-26,23,Hyderabad,Computer Science,SEMINAR,17/04/2026,Mobile App,waive,Registered,Vegan,200,4,1
S11054,Ravi Patel,male,11-Jan-26,23,Chennai,Computer Science,Workshop,20/11/2025,Website,paid,ATTENDED,Non-Vegetarian,200,1,4
S11563,Meena Patel,Male,1/10/2026,21,Coimbatore,Arts,WORKSHOP,17/12/2025,Walk-in,Pending,Attended,No Meal,750,4,2
S12960,Karthik Rao,Female,8/21/2026,26,Hyderabad,Commerce,Sports Meet,11/8/2026,Campus Desk,Paid,Registered,Vegetarian,100,4,4
S11943,Harini Iyer,Other,7/10/2026,19,Mysuru,Arts,Sports Meet,8/7/2026,  Campus Desk  ,Refunded,Cancelled,No Meal,500,2,2.0 / 5
S10870,Vikram Das,male,3/22/2026,17,Madurai,Management,Cultural Fest,31/01/2026,Website,Waived,Cancelled,Vegetarian,100,2,2
S12432,Manoj Kumar,Other,25-May-26,19,Mysuru,Computer Science,Career Fair,5/4/2026,Mobile App,PAID,Registered,Non-Vegetarian,200,6,2
S10894,Manoj Kumar,Female,6/6/2026,20,Salem,Management,Sports Meet,4/5/2026,Walk-in,waive,ABSENT,Vegan,300,2,2.0 / 5
S10526,Ravi Patel,Other,15/05/2026,24,Chennai,Commerce,Workshop,30/03/2026,Mobile App,Refunded,Absent,Vegan,300,4,1.0 / 5
S11395,Suresh Kumar,Other,3/26/2026,17,Mysuru,Computer Science,Cultural Fest,21/03/2026,Campus Desk,Refunded,Registered,Non-Vegetarian,750,2.5,3
S11508,Ravi Patel,Female,19-Aug-26,19,Mysuru,Management,Hackathon,9/8/2026,Mobile App,Waived,Absent,Vegan,750 rupees,4.0 hours,1
S11186,Divya Iyer,Female,18-Jul-26,24,Chennai,Commerce,Sports Meet,15/07/2026,Website,Pending,Attended,No Meal,300,2,5
S12148,Keerthi Rao,Other,12/3/2026,20,Trichy,Civil Engineering,Sports Meet,19/01/2026,,Paid,Registered,Vegetarian,100,6,4
S11290,Anitha Nair,female,7/21/2026,19,Pune,Computer Science,Cultural Fest,15/06/2026,Walk-in,Paid,Registered,Vegetarian,INR 300,1.0 hours,5
S11824,Vijay Menon,Male,8-Jul-26,21,Pune,Civil Engineering,Cultural Fest,9/6/2026,Walk-in,Paid,Registered,Vegan,INR 100,1.0 hr,1
S10478,Divya Iyer,FEMALE,6/16/2026,24,Coimbatore,Arts,Career Fair,30/05/2026,Email,Pending,absent,Vegan,250,1.5,3
S10792,Arun Kumar,Male,9-Feb-26,24,Bengaluru,Management,Hackathon,30/01/2026,Mobile App,Paid,Attended,No-meal,₹150,6.0 hr,2
S10604,Vikram Das,Male,1/22/2026,23,Chennai,Commerce,Career Fair,4/1/2026,Walk-in,Pending,attended,Non-Vegetarian,100,2,4
S11735,Ajay Nair ,Female,5-Aug-26,18,Chennai,Arts,Cultural Fest,28/07/2026,Campus Desk,waive,absent ,No-meal,100,1,
S12622,Rahul Menon, Female,6/6/2026,23,Hyderabad,Civil Engineering,Sports Meet,30/05/2026,Campus Desk,Paid,Attended,Vegetarian,500,2,5
S11497,Deepa Sharma,MALE,3/15/2026,20,Trichy,,Hackathon,25/02/2026,Website,Pending,Registered,Non-Vegetarian,₹750,4.0 hours,4
S12383,Harini Iyer,Female,14/02/2026,27,Pune,Management,Hackathon,4/1/2026,,Pending,Registered,Vegan,₹100,4.0 hr,4.0 / 5
S10152,Swetha Menon,,4/27/2026,21,Bengaluru,Mechanical,Sports Meet,6/3/2026,,paid,absent ,Non-Vegetarian,100,6,4
S10806,Rahul Menon,Female,5/22/2026,18,Coimbatore,Civil Engineering,Hackathon,1/5/2026,Campus Desk,pending,Attended,No-meal,200,4,3
S12299,Deepa Sharma,Female,5/7/2026,23,Kochi,Computer Science,SEMINAR,21/06/2026,Mobile App,Refunded,Attended,Vegan,150,1.5,3
S12639,Ajay Nair,Other,29/05/2026,18,Pune,Management,SEMINAR,7/4/2026,Campus Desk,Refunded,Registered,No-meal,250,2,3
S10266,Anitha Nair,,7/20/2026,18,Mysuru,Electronics,Cultural Fest,5/7/2026,Email,PENDING,ABSENT,No Meal,INR 250,3.0 hours,5
S11669,Ajay Nair,female,8/27/2026,25,,Electronics,Sports Meet,16/08/2026,Campus Desk,Paid,Absent,Vegetarian,INR 500,2.0 hours,3
S10610,Lakshmi Rao,Female,12-May-26,26,Trichy,Computer Science,Workshop,25/03/2026,Website,Paid,Cancelled,Vegetarian,100,4,4.0 / 5
S12274,Priya Sharma,Female,1-Apr-26,21,Salem,Civil Engineering,Hackathon,21/03/2026,Walk-in,Refunded,absent,Non-Vegetarian,200,2.5,4
S10768,Suresh Kumar,Male,7/23/2026,23,Bengaluru,Mechanical,WORKSHOP,10/6/2026,Walk-in,Refunded,absent ,Vegetarian,750,1.5,3
S10494,Suresh Kumar,Male,8/8/2026,18,Coimbatore,Civil Engineering,Hackathon,22/07/2026,Mobile App,Pending,Attended,Non-Vegetarian,0,6,2
S10234,  Rahul Menon  ,Other,8-Apr-26,17,Trichy,Management,Sports Meet,14/02/2026,Campus Desk,Pending,Cancelled,Vegan,200,6,4
S12783,Karthik Rao,Female,1/21/2026,24,   ,Management,Workshop,19/01/2026,Email,Refunded,Absent,No Meal,200,2,2
S12585,Vijay Menon,Other,8/22/2026,27,Mysuru,Mechanical,Sports Meet,19/07/2026,Email,Refunded,ABSENT,Vegetarian,100,1.5,1
S11244,Ravi Patel, Female,16-May-26,18,Pune,Mechanical,Career Fair,9/4/2026,Mobile App,Refunded,ATTENDED,Vegetarian,300,2.5,4
S10097,Keerthi Rao,Other,28-Mar-26,18,Hyderabad,Management ,Workshop,21/03/2026,Website,Refunded,Registered,Vegan,300,4,3
S12288,Ravi Patel,FEMALE,14/02/2026,22,Trichy,Civil Engineering,Hackathon,30/01/2026,Mobile App,Waived,Registered,Vegetarian,200 rupees,2.5 hours,4.0 / 5
S11039,Meena Patel,Other,22-Jan-26,17,Mysuru,Civil Engineering,Sports Meet,11/1/2026,Website,Pending,Registered,No-meal,300,1.5,5
S11031,Ravi Patel,Other,7/2/2026,25,Mysuru,Civil Engineering,Career Fair,14/01/2026,Walk-in,Refunded,Registered,Vegetarian,150,2,3
S11248,Meena Patel,Other,8-Aug-26,17,,Civil Engineering,Hackathon,1/7/2026,Walk-in,Waived,Registered,Vegetarian,150,1.5,1
S11588,Suresh Kumar,male,11/1/2026,21,Hyderabad,Civil Engineering,Seminar,23/11/2025,Campus Desk,Waived,Attended,Vegan,300,6,1.0 / 5
S10449,Rahul Menon,MALE,24/08/2026,24,Hyderabad,Mechanical,Cultural Fest,14/08/2026,Email,Paid,Attended,Non-Vegetarian,750,2.5,1.0 / 5
S10048,Vijay Menon,Other,19-Jul-26,19,Hyderabad,Computer Science,Workshop,31/05/2026,Campus Desk,Paid,Absent,Vegetarian,750,3,4
S11900,Swetha Menon,FEMALE,3/7/2026,26,Salem,Management,Cultural Fest,22/01/2026,Website,Paid,Cancelled,,250,2,5
S10517,Arun Kumar,Other,22/01/2026,20,Kochi,Commerce,seminar,26/11/2025,Website,waive,absent ,Vegetarian,500,2,5
S11745,Meena Patel, Male,27/08/2026,17,Chennai,Management,Seminar,27/07/2026,Mobile App,Paid,Registered,Vegetarian,₹100,3.0 hours,3
S12019,Meena Patel,Other,6/12/2026,19,Hyderabad,Arts,Hackathon,30/05/2026,Website,waive,ABSENT,No Meal,750,2.5,1
S11982,Priya Sharma,Male,8/9/2026,26,Kochi,Mechanical,Seminar,7/8/2026,Walk-in,Waived,Cancelled,Vegetarian,500,4,1
S11020,Suresh Kumar,Male,26/08/2026,23,Bengaluru,Management,Career Fair,4/8/2026,Mobile App,waive,cancelled,Non-Vegetarian,150,3,2.0 / 5
S12563,Arun Kumar,Male,17-Apr-26,22,Coimbatore,Commerce,Cultural Fest,6/4/2026,Website,Refunded,Registered,Vegetarian,0,6,3
S11067,Deepa Sharma,Male,12/3/2026,17,Mysuru,Electronics,Sports Meet,5/2/2026,Website,Pending,Attended,,500,2.5,3.0 / 5
S12593,Manoj Kumar,Male,2/14/2026,24,Madurai,Electronics,Workshop,21/12/2025,Website,Pending,cancelled,Vegetarian,500,2,3
S12849,  Keerthi Rao  ,Male,4/8/2026,23,Mysuru,Civil Engineering,Workshop,16/03/2026,Email,Pending,Registered,Vegan,₹200,3.0 hr,3
S11407,Rahul Menon,Male,3/1/2026,23,,Computer Science,Hackathon,1/1/2026,,Refunded,Cancelled,Vegetarian,₹500,1.0 hr,3.0 / 5
S12534,Ravi Patel ,Other,6/13/2026,18,Pune,Arts,SEMINAR,3/5/2026,Walk-in,Pending,Cancelled,No Meal,150,1,4.0 / 5
S12461,Karthik Rao,Male,31-Mar-26,27, Mysuru,Commerce,Workshop,3/3/2026,,waive,absent ,Non-Vegetarian,Rs 300,4.0 hr,5
S11963,Anitha Nair, Male,10-Jul-26,21,Coimbatore,Management,Hackathon,26/06/2026,Email,Pending,Registered,Non-Vegetarian,Rs 750,2.0 hours,5
S12382,Priya Sharma,Female,28-Jan-26,19,Coimbatore,Computer Science,Cultural Fest,3/12/2025,Walk-in,paid,Cancelled,Non-Vegetarian,INR 150,6.0 hours,1
