student_id,student_name,gender,event_date,age,city,department,event_type,registration_date,registration_channel,payment_status,attendance_status,meal_preference,registration_fee,event_duration_hours,feedback_rating
s10319,suresh kumar,other,2026-06-06,20,coimbatore,computer science,seminar,2026-05-22,mobile app,paid,cancelled,non-vegetarian,0.0,2.0,1.0
s12166,naveen sharma,female,2026-02-05,22,pune,computer science,workshop,2026-03-02,campus desk,refunded,registered,vegetarian,0.0,1.5,2.0
s10380,keerthi rao,female,2026-03-07,25,chennai,arts,cultural fest,2026-01-03,email,paid,cancelled,unknown,0.0,4.0,4.0
s10620,rahul menon,other,2026-08-29,21,pune,unknown,career fair,2026-08-16,email,refunded,absent,no-meal,150.0,1.5,3.0
s10926,vikram das,other,2026-08-05,21,coimbatore,civil engineering,cultural fest,1900-01-01,website,waived,cancelled,vegetarian,150.0,1.0,3.0
s10931,ravi patel,other,2026-01-28,22,pune,civil engineering,sports meet,2025-12-27,website,pending,absent,no-meal,150.0,1.0,2.0
s11807,swetha menon,other,2026-01-31,20,madurai,commerce,career fair,2026-01-01,campus desk,refunded,absent,non-vegetarian,250.0,6.0,4.0
s12409,meena patel,other,2026-02-22,20,bengaluru,electronics,workshop,2026-01-19,email,paid,registered,no-meal,200.0,2.5,5.0
s12512,naveen sharma,other,2026-05-17,26,chennai,computer science,hackathon,2026-04-26,email,paid,attended,vegetarian,500.0,3.0,3.0
s10963,suresh kumar,female,2026-04-08,20,madurai,civil engineering,seminar,2026-07-21,mobile app,paid,registered,non-vegetarian,150.0,2.0,3.0
s12127,vikram das,female,2026-02-27,22,chennai,electronics,career fair,2026-01-15,walk-in,waived,attended,no-meal,100.0,4.0,1.0
s12504,arun kumar,female,1900-01-01,24,bengaluru,computer science,sports meet,2026-08-05,walk-in,pending,cancelled,vegetarian,150.0,6.0,3.0
s10309,harini iyer,other,2026-01-26,25,coimbatore,electronics,seminar,2025-12-31,email,paid,cancelled,unknown,500.0,6.0,3.0
s10629,suresh kumar,female,2026-07-16,23,coimbatore,arts,seminar,2026-08-06,website,pending,absent,non-vegetarian,750.0,4.0,1.0
s12448,arun kumar,other,2026-07-26,17,trichy,management,cultural fest,2026-05-30,campus desk,waived,absent,vegetarian,250.0,2.0,3.0
s12826,manoj kumar,male,2026-02-06,20,hyderabad,civil engineering,cultural fest,2025-12-18,website,paid,absent,vegetarian,500.0,6.0,2.0
s11869,deepa sharma,male,2026-08-31,18,trichy,arts,workshop,2026-07-17,campus desk,paid,cancelled,vegetarian,750.0,1.0,5.0
s10173,karthik rao,other,2026-03-09,27,bengaluru,management,sports meet,2026-02-19,walk-in,refunded,absent,non-vegetarian,100.0,1.5,5.0
s10684,divya iyer,other,2026-05-16,25,coimbatore,civil engineering,workshop,2026-03-21,website,pending,attended,non-vegetarian,500.0,2.5,3.0
s11503,keerthi rao,other,2026-10-08,21,salem,computer science,career fair,2026-06-30,website,paid,registered,no-meal,200.0,2.5,4.0
s12259,ajay nair,male,2026-04-11,25,hyderabad,civil engineering,seminar,2026-03-26,campus desk,waived,registered,vegan,100.0,2.0,3.0
s12739,divya iyer,male,2026-07-09,20,mysuru,mechanical,sports meet,2026-08-07,campus desk,paid,cancelled,vegetarian,750.0,4.0,4.0
s10753,pooja das,other,2026-07-25,21,mysuru,civil engineering,seminar,2026-06-26,walk-in,waived,cancelled,vegan,250.0,3.0,1.0
s12056,manoj kumar,other,2026-01-16,23,madurai,computer science,sports meet,2026-05-01,website,waived,registered,non-vegetarian,250.0,1.0,1.0
s11198,lakshmi rao,other,2026-05-08,24,chennai,computer science,hackathon,2026-07-06,email,waived,cancelled,vegetarian,750.0,2.0,3.0
s10421,suresh kumar,other,2026-03-08,21,trichy,commerce,seminar,2026-01-15,website,pending,registered,vegetarian,200.0,2.5,5.0
s10002,rahul menon,male,2026-05-22,23,kochi,unknown,workshop,2026-05-14,campus desk,waived,attended,no-meal,100.0,3.0,3.0
s12346,keerthi rao,other,2026-05-21,22,hyderabad,civil engineering,hackathon,2026-10-04,walk-in,paid,cancelled,vegetarian,200.0,2.5,4.0
s11876,pooja das,female,2026-03-16,26,hyderabad,management,sports meet,2026-02-26,walk-in,waived,absent,vegetarian,0.0,3.0,3.0
s11885,vijay menon,female,2026-04-11,20,kochi,management,seminar,2026-12-02,walk-in,paid,registered,vegan,0.0,1.0,3.0
s12302,vikram das,male,2026-04-15,21,pune,commerce,cultural fest,2026-06-03,walk-in,refunded,cancelled,vegan,150.0,6.0,5.0
s10451,anitha nair,other,2026-08-21,23,chennai,computer science,sports meet,2026-10-07,campus desk,waived,attended,vegan,200.0,2.5,4.0
s12968,rahul menon,male,2026-01-15,22,kochi,management,cultural fest,2025-12-14,walk-in,waived,cancelled,no-meal,100.0,3.0,5.0
s12584,karthik rao,male,2026-03-12,17,bengaluru,management,sports meet,2026-02-26,mobile app,pending,absent,vegetarian,200.0,2.5,3.0
s10142,lakshmi rao,female,2026-05-26,17,bengaluru,civil engineering,career fair,2026-04-25,website,refunded,cancelled,no-meal,0.0,4.0,2.0
s10777,vikram das,male,2026-08-15,20,pune,mechanical,workshop,2026-06-28,website,refunded,attended,no-meal,500.0,1.0,4.0
s11910,arun kumar,male,2026-03-29,23,hyderabad,arts,cultural fest,2026-09-03,website,pending,registered,non-vegetarian,0.0,1.0,3.0
s10762,meena patel,male,2026-03-16,25,pune,commerce,sports meet,2026-01-31,walk-in,waived,registered,vegan,200.0,2.5,4.0
s11538,priya sharma,male,2026-07-03,23,bengaluru,civil engineering,workshop,2026-05-06,website,refunded,absent,non-vegetarian,250.0,1.5,3.0
s10467,deepa sharma,other,2026-03-23,24,hyderabad,arts,workshop,2026-04-03,website,waived,absent,vegan,200.0,2.5,2.0
s12138,pooja das,female,2026-06-09,18,pune,mechanical,workshop,2026-05-05,email,paid,registered,unknown,200.0,3.0,4.0
s10427,vikram das,female,2026-08-03,24,coimbatore,management,cultural fest,2026-06-14,email,paid,absent,vegetarian,750.0,4.0,4.0
s11870,meena patel,female,2026-03-18,20,chennai,commerce,cultural fest,2026-03-03,website,refunded,absent,vegetarian,500.0,3.0,5.0
s10150,vijay menon,female,2026-03-31,26,trichy,commerce,seminar,2026-05-02,mobile app,waived,attended,no-meal,500.0,6.0,3.0
s11656,vijay menon,male,2026-08-10,24,hyderabad,electronics,career fair,2026-07-28,walk-in,waived,registered,vegan,750.0,6.0,3.0
s11238,suresh kumar,female,2026-05-26,19,salem,arts,career fair,2026-05-05,campus desk,waived,absent,vegan,150.0,3.0,3.0
s12387,meena patel,male,2026-01-11,23,pune,commerce,sports meet,2026-08-01,email,pending,absent,no-meal,150.0,2.0,3.0
s11605,priya sharma,female,2026-08-20,21,chennai,computer science,seminar,2026-06-08,email,pending,cancelled,vegetarian,300.0,1.0,3.0
s12194,lakshmi rao,female,2026-05-31,25,pune,mechanical,hackathon,2026-04-21,email,waived,attended,vegan,750.0,3.0,2.0
s11171,karthik rao,female,2026-05-15,21,chennai,computer science,career fair,2026-03-25,email,pending,cancelled,vegetarian,500.0,1.5,5.0
s12361,suresh kumar,female,2026-05-17,20,bengaluru,computer science,seminar,2026-08-04,campus desk,paid,registered,no-meal,150.0,2.0,2.0
s12651,lakshmi rao,male,1900-01-01,24,mysuru,commerce,hackathon,2026-04-23,walk-in,refunded,registered,non-vegetarian,750.0,2.0,1.0
s12139,anitha nair,male,2026-07-13,23,chennai,electronics,hackathon,2026-10-06,campus desk,waived,absent,vegan,200.0,2.5,3.0
s10249,deepa sharma,other,2026-01-09,27,madurai,commerce,hackathon,2025-12-15,email,refunded,cancelled,vegan,200.0,2.5,1.0
s12804,arun kumar,other,2026-06-26,25,trichy,management,career fair,2026-06-15,campus desk,waived,attended,no-meal,200.0,2.5,3.0
s10756,deepa sharma,female,2026-02-18,23,salem,arts,hackathon,2026-01-18,email,refunded,registered,unknown,0.0,4.0,1.0
s10192,deepa sharma,other,2026-06-01,23,madurai,computer science,seminar,2026-07-04,mobile app,waived,attended,non-vegetarian,300.0,6.0,2.0
s10188,swetha menon,female,2026-08-24,24,bengaluru,arts,sports meet,2026-07-13,website,paid,attended,non-vegetarian,150.0,1.0,3.0
s12790,ajay nair,male,2026-05-22,21,salem,arts,hackathon,2026-05-21,walk-in,pending,registered,vegetarian,300.0,6.0,2.0
s11584,lakshmi rao,other,2026-04-15,26,chennai,civil engineering,career fair,2026-03-03,email,paid,absent,vegan,300.0,2.5,4.0
s12641,meena patel,other,2026-02-23,18,mysuru,commerce,hackathon,2026-09-02,website,waived,absent,non-vegetarian,200.0,2.5,2.0
s10745,vikram das,other,2026-07-16,23,bengaluru,electronics,sports meet,2026-02-07,mobile app,refunded,absent,vegan,250.0,2.0,3.0
s10929,karthik rao,male,2026-04-26,18,coimbatore,computer science,career fair,2026-03-30,walk-in,waived,registered,no-meal,250.0,4.0,2.0
s11182,priya sharma,male,2026-02-15,19,pune,commerce,sports meet,2026-12-01,mobile app,waived,absent,vegetarian,750.0,2.5,2.0
s11788,naveen sharma,female,2026-01-30,26,hyderabad,civil engineering,cultural fest,2025-12-27,mobile app,refunded,registered,vegan,500.0,1.5,2.0
s12792,lakshmi rao,male,2026-08-11,19,bengaluru,mechanical,cultural fest,2026-06-19,walk-in,paid,attended,no-meal,200.0,1.0,2.0
s12554,karthik rao,female,2026-01-20,25,salem,management,career fair,2025-05-12,email,refunded,absent,no-meal,200.0,2.5,3.0
s11312,vikram das,male,2026-12-06,20,pune,civil engineering,workshop,2026-08-05,mobile app,waived,registered,vegetarian,200.0,2.5,5.0
s10288,rahul menon,female,2026-01-05,19,mysuru,electronics,hackathon,2025-02-12,walk-in,pending,absent,vegetarian,200.0,2.5,3.0
s12147,pooja das,female,2026-06-22,20,chennai,mechanical,seminar,2026-03-06,walk-in,refunded,attended,vegan,0.0,2.5,2.0
s10370,naveen sharma,male,2026-02-10,23,madurai,arts,workshop,2025-12-23,walk-in,paid,attended,vegan,150.0,4.0,0.0
s12587,ravi patel,male,2026-07-26,23,bengaluru,computer science,career fair,2026-07-21,mobile app,waived,cancelled,vegetarian,150.0,4.0,1.0
s10317,ravi patel,other,2026-02-06,27,hyderabad,electronics,sports meet,2026-04-28,campus desk,pending,registered,non-vegetarian,200.0,2.5,2.0
s10516,naveen sharma,female,2026-02-04,20,pune,management,sports meet,2026-01-20,campus desk,pending,cancelled,no-meal,100.0,2.0,3.0
s12831,swetha menon,male,2026-01-11,23,pune,electronics,seminar,2025-11-25,campus desk,waived,cancelled,vegan,500.0,2.0,5.0
s10793,harini iyer,female,2026-08-21,18,trichy,mechanical,seminar,2026-07-26,website,pending,absent,non-vegetarian,150.0,1.5,4.0
s11649,meena patel,female,2026-02-05,17,salem,computer science,cultural fest,2026-01-16,campus desk,pending,absent,no-meal,200.0,2.5,1.0
s10567,keerthi rao,male,2026-06-05,18,coimbatore,electronics,seminar,2026-03-21,walk-in,pending,cancelled,non-vegetarian,150.0,1.5,5.0
s11464,manoj kumar,other,2026-03-20,23,madurai,commerce,sports meet,2026-01-28,website,refunded,registered,vegan,200.0,2.5,3.0
s10172,karthik rao,male,2026-04-04,20,kochi,management,seminar,2026-02-16,website,paid,registered,no-meal,150.0,2.5,3.0
s11889,vikram das,other,2026-08-24,23,salem,computer science,career fair,2026-07-29,campus desk,pending,cancelled,vegetarian,100.0,2.0,3.0
s12643,meena patel,other,2026-07-20,22,mysuru,commerce,sports meet,2026-07-19,campus desk,waived,cancelled,vegetarian,100.0,4.0,2.0
s11628,karthik rao,other,2026-07-22,22,mysuru,management,hackathon,2026-05-25,campus desk,pending,registered,vegan,200.0,2.5,3.0
s12251,ravi patel,female,2026-06-24,25,hyderabad,computer science,hackathon,2026-10-06,email,paid,registered,non-vegetarian,0.0,2.0,3.0
s10669,priya sharma,female,1900-01-01,20,pune,management,cultural fest,2026-05-07,walk-in,paid,registered,non-vegetarian,200.0,2.5,3.0
s11375,pooja das,other,2026-01-15,17,chennai,commerce,workshop,2025-12-17,campus desk,pending,cancelled,vegan,200.0,1.0,3.0
s10340,vijay menon,other,2026-02-01,17,pune,commerce,sports meet,2026-07-01,mobile app,paid,cancelled,vegetarian,100.0,2.5,4.0
s10308,priya sharma,female,2026-02-13,27,hyderabad,computer science,sports meet,2026-09-02,campus desk,pending,absent,non-vegetarian,500.0,2.5,5.0
s10456,divya iyer,other,2026-06-15,20,trichy,civil engineering,sports meet,2026-07-06,campus desk,paid,attended,non-vegetarian,300.0,1.5,3.0
s10958,deepa sharma,male,2026-08-20,22,madurai,commerce,career fair,2026-04-08,website,refunded,cancelled,non-vegetarian,0.0,6.0,3.0
s12293,anitha nair,other,2026-01-30,27,hyderabad,civil engineering,career fair,2026-01-15,website,pending,attended,no-meal,250.0,1.0,4.0
s11954,manoj kumar,male,2026-04-07,24,salem,arts,seminar,2026-02-24,walk-in,refunded,attended,non-vegetarian,200.0,2.5,3.0
s12425,suresh kumar,unknown,2026-04-15,23,madurai,civil engineering,sports meet,2026-02-17,campus desk,waived,attended,vegan,200.0,1.0,3.0
s12416,naveen sharma,other,2026-04-28,27,mysuru,arts,hackathon,2026-04-21,website,waived,attended,no-meal,0.0,4.0,5.0
s10351,ravi patel,other,2026-06-02,18,salem,electronics,sports meet,2026-02-05,website,refunded,absent,vegetarian,200.0,2.5,5.0
s12559,lakshmi rao,other,2026-01-30,17,madurai,civil engineering,seminar,2025-12-25,campus desk,pending,absent,vegan,100.0,4.0,3.0
s11630,anitha nair,male,2026-03-27,18,trichy,electronics,sports meet,2026-12-03,walk-in,paid,registered,vegan,300.0,2.5,2.0
s11081,vikram das,other,2026-04-10,17,kochi,mechanical,hackathon,2026-02-03,mobile app,paid,absent,vegan,500.0,2.5,1.0
s12618,ravi patel,male,2026-07-22,18,mysuru,electronics,sports meet,2026-05-07,email,paid,attended,vegan,200.0,3.0,3.0
s10536,pooja das,male,2026-02-09,24,madurai,commerce,sports meet,2026-04-07,campus desk,paid,absent,no-meal,200.0,2.5,4.0
s12311,harini iyer,other,2026-05-15,19,bengaluru,civil engineering,cultural fest,2026-03-18,email,refunded,absent,non-vegetarian,150.0,4.0,4.0
s10722,suresh kumar,other,2026-05-04,22,madurai,electronics,seminar,2026-02-26,email,waived,attended,no-meal,300.0,6.0,3.0
s10233,pooja das,other,2026-05-12,27,mysuru,commerce,sports meet,2026-03-25,email,refunded,absent,vegetarian,0.0,1.0,4.0
s10565,ajay nair,male,2026-07-16,23,hyderabad,commerce,workshop,2026-05-28,campus desk,refunded,registered,vegan,500.0,1.5,1.0
s10329,priya sharma,female,2026-03-20,19,bengaluru,electronics,hackathon,2026-02-17,email,paid,absent,vegetarian,100.0,4.0,3.0
s10690,pooja das,male,2026-01-27,19,hyderabad,management,workshop,2025-02-12,email,refunded,cancelled,vegan,250.0,4.0,1.0
s11924,priya sharma,female,2026-04-20,21,hyderabad,mechanical,career fair,2026-03-24,walk-in,refunded,absent,vegan,500.0,4.0,3.0
s11016,ajay nair,other,2026-07-07,19,trichy,commerce,sports meet,2026-05-13,campus desk,pending,cancelled,no-meal,150.0,2.0,5.0
s11074,vijay menon,male,2026-01-23,18,trichy,commerce,workshop,2026-09-01,campus desk,paid,attended,vegan,200.0,2.0,5.0
s12702,anitha nair,female,2026-08-07,24,hyderabad,commerce,cultural fest,2026-05-23,website,waived,absent,non-vegetarian,100.0,4.0,3.0
s12243,vijay menon,other,2026-03-28,22,salem,civil engineering,hackathon,2026-05-02,website,waived,attended,no-meal,0.0,3.0,3.0
s10662,swetha menon,male,2026-06-12,25,bengaluru,electronics,seminar,2026-08-06,campus desk,pending,absent,no-meal,100.0,3.0,4.0
s11320,naveen sharma,other,2026-01-16,23,hyderabad,management,cultural fest,2025-12-18,mobile app,refunded,registered,unknown,500.0,2.0,3.0
s12788,ajay nair,other,2026-07-12,23,trichy,management,sports meet,2026-06-19,website,paid,cancelled,vegetarian,250.0,2.5,4.0
s10474,karthik rao,female,2026-07-16,26,kochi,electronics,hackathon,2026-07-06,website,paid,registered,non-vegetarian,200.0,2.5,3.0
s12657,arun kumar,other,2026-08-10,25,salem,civil engineering,career fair,2026-04-07,campus desk,waived,cancelled,no-meal,200.0,2.5,2.0
s10941,divya iyer,male,2026-08-06,24,salem,mechanical,cultural fest,2026-06-24,mobile app,refunded,attended,non-vegetarian,750.0,2.5,3.0
s12334,rahul menon,male,2026-03-27,23,trichy,electronics,seminar,2026-02-22,walk-in,paid,registered,unknown,200.0,2.5,3.0
s12907,ravi patel,male,2026-06-14,21,pune,mechanical,sports meet,2026-02-05,campus desk,waived,absent,vegetarian,250.0,4.0,3.0
s12978,naveen sharma,female,2026-02-13,27,bengaluru,commerce,cultural fest,2025-12-15,campus desk,waived,cancelled,vegan,500.0,2.0,2.0
s10403,arun kumar,other,2026-12-01,19,bengaluru,arts,workshop,2026-06-01,campus desk,pending,registered,vegan,200.0,2.5,3.0
s10668,rahul menon,other,2026-07-06,22,bengaluru,arts,hackathon,2026-06-16,email,waived,registered,no-meal,250.0,6.0,2.0
s12763,pooja das,male,2026-08-27,19,kochi,computer science,seminar,2026-07-25,website,pending,registered,vegan,0.0,1.0,3.0
s11683,divya iyer,female,2026-08-24,18,madurai,commerce,sports meet,2026-06-28,walk-in,refunded,cancelled,no-meal,0.0,1.5,5.0
s12200,naveen sharma,other,2026-06-24,18,pune,commerce,cultural fest,2026-07-06,mobile app,pending,cancelled,no-meal,750.0,4.0,5.0
s10506,priya sharma,male,2026-02-26,21,trichy,computer science,cultural fest,2026-11-02,mobile app,paid,cancelled,vegan,200.0,2.5,3.0
s11905,harini iyer,other,2026-08-17,21,coimbatore,management,sports meet,2026-06-21,email,paid,absent,vegan,100.0,3.0,2.0
s11195,vikram das,unknown,2026-04-08,17,hyderabad,commerce,cultural fest,2026-07-02,website,paid,cancelled,no-meal,750.0,6.0,0.0
s11052,naveen sharma,other,2026-03-09,18,pune,civil engineering,hackathon,2026-05-03,website,pending,absent,vegetarian,0.0,3.0,3.0
s10498,deepa sharma,male,2026-03-24,23,chennai,mechanical,seminar,2026-02-24,email,pending,cancelled,non-vegetarian,150.0,6.0,3.0
s12016,suresh kumar,female,2026-08-14,25,mysuru,mechanical,sports meet,2026-06-28,walk-in,paid,attended,vegetarian,500.0,1.0,4.0
s12989,meena patel,other,2026-06-03,20,kochi,commerce,workshop,2026-05-18,walk-in,waived,registered,no-meal,200.0,2.5,3.0
s12272,ravi patel,male,2026-01-09,24,chennai,commerce,sports meet,2025-11-11,walk-in,waived,cancelled,no-meal,300.0,6.0,1.0
s12954,karthik rao,male,2026-01-05,18,bengaluru,civil engineering,cultural fest,2025-12-31,campus desk,waived,attended,vegetarian,150.0,4.0,2.0
s10306,suresh kumar,other,2026-07-26,19,hyderabad,arts,workshop,2026-06-25,campus desk,pending,attended,vegan,750.0,6.0,5.0
s11571,naveen sharma,female,2026-08-29,20,hyderabad,electronics,workshop,2026-12-08,campus desk,paid,registered,unknown,200.0,2.5,4.0
s10298,naveen sharma,unknown,2026-08-02,25,mysuru,civil engineering,hackathon,2026-07-16,website,pending,cancelled,vegan,300.0,2.5,1.0
s11194,keerthi rao,male,2026-03-30,26,coimbatore,civil engineering,sports meet,2026-04-03,website,pending,attended,non-vegetarian,100.0,1.5,3.0
s12332,naveen sharma,female,2026-08-02,22,coimbatore,commerce,career fair,2026-07-25,unknown,waived,attended,vegetarian,200.0,2.5,2.0
s10148,vijay menon,female,2026-07-23,25,trichy,civil engineering,hackathon,1900-01-01,website,waived,cancelled,no-meal,200.0,2.5,5.0
s12258,swetha menon,other,2026-01-26,18,pune,computer science,career fair,2026-01-21,mobile app,waived,absent,non-vegetarian,750.0,2.0,3.0
s11634,vijay menon,female,2026-04-26,21,salem,mechanical,career fair,2026-05-04,email,pending,registered,non-vegetarian,0.0,1.0,5.0
s11307,anitha nair,female,2026-08-06,19,mysuru,commerce,workshop,2026-07-27,email,paid,attended,no-meal,200.0,4.0,5.0
s10187,lakshmi rao,male,2026-01-31,19,hyderabad,computer science,seminar,2025-10-12,email,pending,attended,no-meal,200.0,2.5,1.0
s12829,manoj kumar,female,2026-03-14,24,trichy,arts,workshop,2026-01-31,website,paid,cancelled,non-vegetarian,200.0,2.5,3.0
s10656,harini iyer,male,2026-04-06,22,mysuru,management,sports meet,2026-04-27,campus desk,waived,registered,vegan,500.0,1.0,3.0
s12362,deepa sharma,female,2026-05-08,22,madurai,computer science,hackathon,2026-09-04,website,pending,cancelled,vegan,150.0,4.0,3.0
s10381,anitha nair,other,2026-05-03,19,bengaluru,commerce,workshop,2026-03-14,mobile app,refunded,attended,no-meal,200.0,2.5,3.0
s11156,suresh kumar,female,2026-07-22,21,salem,mechanical,sports meet,2026-01-07,mobile app,refunded,attended,vegan,200.0,4.0,1.0
s12075,swetha menon,male,2026-03-30,19,pune,computer science,sports meet,2026-08-03,mobile app,waived,absent,vegan,500.0,2.5,2.0
s11737,suresh kumar,other,2026-07-13,17,chennai,arts,seminar,2026-06-16,campus desk,waived,cancelled,vegan,500.0,2.5,5.0
s10697,naveen sharma,male,2026-06-11,22,chennai,commerce,hackathon,2026-02-05,mobile app,pending,registered,vegetarian,150.0,3.0,5.0
s11368,lakshmi rao,male,2026-08-10,27,coimbatore,arts,career fair,2026-08-08,email,paid,absent,vegan,250.0,3.0,2.0
s12916,rahul menon,female,2026-08-22,17,mysuru,electronics,career fair,2026-06-07,campus desk,refunded,absent,vegetarian,0.0,6.0,5.0
s12693,ravi patel,male,2026-01-11,23,madurai,management,career fair,2026-03-01,mobile app,pending,registered,vegan,200.0,2.5,2.0
s12378,ajay nair,other,2026-08-18,26,mysuru,mechanical,hackathon,2026-07-20,unknown,refunded,attended,non-vegetarian,750.0,1.0,4.0
s10761,vijay menon,female,2026-07-23,20,mysuru,unknown,hackathon,2026-11-06,campus desk,refunded,attended,no-meal,750.0,1.0,3.0
s12064,anitha nair,other,2026-05-16,24,mysuru,arts,career fair,2026-04-19,website,refunded,attended,non-vegetarian,250.0,4.0,5.0
s10512,arun kumar,female,2026-01-22,25,hyderabad,management,workshop,2026-01-16,walk-in,refunded,cancelled,no-meal,200.0,4.0,4.0
s10201,anitha nair,male,2026-04-24,21,bengaluru,commerce,workshop,2026-04-18,mobile app,paid,absent,vegetarian,750.0,1.5,1.0
s11988,lakshmi rao,female,2026-08-20,22,mysuru,arts,seminar,2026-07-17,website,refunded,absent,no-meal,0.0,1.5,4.0
s11256,deepa sharma,male,2026-05-24,23,madurai,electronics,seminar,2026-03-05,campus desk,paid,attended,vegan,100.0,2.0,3.0
s12298,rahul menon,male,2026-06-02,25,trichy,computer science,seminar,2026-01-05,email,refunded,absent,no-meal,250.0,3.0,4.0
s10829,pooja das,female,2026-01-05,22,madurai,commerce,career fair,2026-03-27,walk-in,refunded,cancelled,non-vegetarian,200.0,1.5,3.0
s12220,swetha menon,female,2026-07-25,27,trichy,arts,hackathon,2026-05-26,walk-in,refunded,attended,vegetarian,200.0,2.5,2.0
s12365,anitha nair,other,2026-08-06,21,hyderabad,civil engineering,career fair,2026-06-20,website,paid,absent,no-meal,750.0,2.0,3.0
s12254,deepa sharma,unknown,2026-05-21,21,salem,management,cultural fest,2026-02-05,unknown,waived,cancelled,vegan,150.0,4.0,4.0
s11217,naveen sharma,other,2026-09-01,25,chennai,civil engineering,hackathon,2026-09-08,walk-in,pending,registered,vegetarian,150.0,2.5,5.0
s10375,manoj kumar,male,2026-07-08,26,coimbatore,civil engineering,seminar,2026-09-06,email,paid,attended,non-vegetarian,300.0,2.5,3.0
s10505,harini iyer,other,2026-05-30,27,madurai,computer science,cultural fest,2026-01-05,mobile app,refunded,attended,vegan,250.0,1.0,2.0
s12691,meena patel,male,2026-02-19,26,unknown,arts,seminar,2026-02-17,website,pending,cancelled,vegetarian,200.0,2.5,5.0
s11659,ravi patel,male,2026-08-03,22,pune,electronics,cultural fest,2026-02-02,mobile app,waived,absent,vegan,500.0,2.0,2.0
s12546,harini iyer,unknown,2026-05-28,27,pune,electronics,sports meet,2026-05-26,mobile app,pending,cancelled,no-meal,750.0,6.0,2.0
s11134,rahul menon,other,2026-08-29,22,kochi,commerce,cultural fest,2026-01-07,mobile app,paid,absent,vegan,200.0,2.5,3.0
s10087,naveen sharma,female,2026-07-08,17,trichy,arts,seminar,2026-09-06,mobile app,pending,registered,non-vegetarian,500.0,2.0,2.0
s11732,pooja das,female,2026-06-21,26,kochi,computer science,workshop,2026-04-28,walk-in,pending,cancelled,vegan,750.0,4.0,2.0
s12793,ajay nair,female,2026-05-22,25,coimbatore,mechanical,cultural fest,2026-03-26,website,paid,absent,vegetarian,200.0,2.5,3.0
s10987,rahul menon,male,2026-03-11,17,madurai,electronics,cultural fest,2026-10-01,walk-in,refunded,attended,vegetarian,200.0,2.5,5.0
s10285,arun kumar,female,2026-01-31,18,coimbatore,mechanical,career fair,2026-01-24,website,pending,registered,no-meal,750.0,3.0,3.0
s10983,rahul menon,male,2026-07-23,25,trichy,commerce,sports meet,2026-06-17,email,paid,cancelled,no-meal,0.0,1.0,2.0
s11335,swetha menon,male,2026-02-18,19,unknown,arts,seminar,2025-12-22,unknown,waived,attended,non-vegetarian,300.0,1.5,3.0
s12171,anitha nair,other,2026-05-17,17,bengaluru,arts,seminar,2026-04-25,mobile app,waived,attended,vegan,200.0,2.5,4.0
s10276,deepa sharma,male,2026-08-16,20,hyderabad,management,seminar,2026-07-30,email,pending,registered,non-vegetarian,200.0,1.5,2.0
s12101,pooja das,other,2026-06-05,22,coimbatore,arts,workshop,2026-04-21,campus desk,paid,registered,no-meal,750.0,4.0,3.0
s12683,meena patel,other,2026-01-28,17,salem,arts,sports meet,2025-02-12,campus desk,refunded,attended,vegetarian,750.0,1.0,3.0
s12738,manoj kumar,unknown,2026-03-14,17,trichy,mechanical,seminar,2026-02-21,website,waived,registered,vegan,150.0,2.0,3.0
s11422,karthik rao,male,2026-01-21,26,madurai,mechanical,career fair,2025-12-24,campus desk,paid,absent,vegetarian,200.0,1.5,3.0
s11443,anitha nair,male,2026-01-05,26,trichy,management,hackathon,2025-12-25,walk-in,paid,registered,no-meal,200.0,2.5,2.0
s12245,suresh kumar,other,2026-12-05,19,hyderabad,unknown,workshop,2026-03-15,walk-in,waived,attended,vegetarian,200.0,2.5,3.0
s11684,suresh kumar,male,2026-01-23,18,salem,civil engineering,sports meet,2025-12-16,mobile app,pending,absent,vegan,250.0,2.5,3.0
s12084,pooja das,female,2026-07-13,26,kochi,commerce,sports meet,2026-06-27,website,waived,attended,no-meal,200.0,1.0,3.0
s10220,ajay nair,other,2026-04-13,17,bengaluru,arts,seminar,2026-12-04,email,refunded,cancelled,no-meal,200.0,4.0,3.0
s11577,harini iyer,female,2026-05-29,18,pune,mechanical,seminar,2026-04-24,email,waived,registered,vegan,200.0,2.5,3.0
s10061,rahul menon,female,2026-05-20,21,hyderabad,management,hackathon,2026-04-17,mobile app,pending,registered,vegan,150.0,2.0,4.0
s12580,priya sharma,other,2026-08-16,17,hyderabad,electronics,seminar,2026-06-18,email,paid,absent,non-vegetarian,750.0,2.5,3.0
s11872,manoj kumar,male,2026-04-04,21,pune,management,workshop,2026-02-20,website,waived,attended,non-vegetarian,200.0,2.5,2.0
s10279,deepa sharma,female,2026-05-05,22,bengaluru,electronics,hackathon,2026-03-26,mobile app,waived,registered,vegan,200.0,2.5,3.0
s12848,priya sharma,female,2026-04-08,25,kochi,computer science,workshop,2026-02-25,campus desk,paid,attended,vegan,150.0,2.5,3.0
s11465,swetha menon,male,2026-04-23,24,trichy,arts,hackathon,2026-04-18,website,refunded,absent,vegetarian,0.0,2.0,1.0
s11459,priya sharma,male,2026-02-03,27,bengaluru,mechanical,seminar,1900-01-01,website,pending,cancelled,no-meal,500.0,6.0,5.0
